config.name,config.description,config.content.factory,config.content.factory_path,config.content.factory_args,config.content.ansatz_name,config.content.loss,config.content.loss_path,config.content.variable_args.scale,config.content.variable_args.n,config.content.variable_args.theta,config.content.variable_args.weights,config.content.static_args.a,config.content.static_args.has_vanishing_endpoints,args.a,args.has_vanishing_endpoints,args.scale,args.n,args.theta,args.weights,results.nit,results.nfev,results.njev,results.nhev,results.cg_niter,results.cg_stop_cond,results.fun,results.grad,results.lagrangian_grad,results.constr,results.jac,results.constr_nfev,results.constr_njev,results.constr_nhev,results.v,results.method,results.x,results.optimality,results.constr_violation,results.execution_time,results.tr_radius,results.constr_penalty,results.status,results.niter,results.success,results.message
gaussian_extended_constrained,Configuration to test the Gaussian Pulses with differents shifts and n for Ito integrals up to theta.,GaussianFactory,pulse_opt.pulses.gaussian_factory,"['scale', 'n', 'has_vanishing_endpoints']",Gaussian superposition,GaussianLoss,pulse_opt.integrals.losses,"[0.1, 0.2, 0.3, 0.4, 0.5]","[4, 8, 16, 32, 64]","[0.78539816339, 1.57079632679, 2.35619449019, 3.14159265359]",['variance'],1.0,True,1.0,True,0.1,4,0.78539816339,variance,5,25,5,0,4,1,1.004565342663903,[0.00848316 0.01715825 0.01730905 0.00313227],[ 3.31458741e-07 -8.57386466e-05  8.57386483e-05 -3.31458748e-07],"[array([4.85255924e-09]), array([-3.78375171e-13]), array([9.23745073e-11])]","[array([[0.5       , 0.99957095, 0.99957093, 0.5       ]]), array([[ 3.98942280e+00,  1.54227900e-02,  8.91090021e-10,
        -0.00000000e+00]]), array([[0.00000000e+00, 9.31322575e-10, 1.54227900e-02, 3.98942280e+00]])]","[25, 25, 25]","[0, 0, 0]","[0, 0, 0]","[array([-0.01725195]), array([3.58822284e-05]), array([0.00137698])]",equality_constrained_sqp,[ 0.00198978 -0.51469876  1.51706638 -0.00586486],8.57386483418248e-05,4.852559243317955e-09,7.749017953872681,4.407495222920772,1.0,1,5,True,`gtol` termination condition is satisfied.
gaussian_extended_constrained,Configuration to test the Gaussian Pulses with differents shifts and n for Ito integrals up to theta.,GaussianFactory,pulse_opt.pulses.gaussian_factory,"['scale', 'n', 'has_vanishing_endpoints']",Gaussian superposition,GaussianLoss,pulse_opt.integrals.losses,"[0.1, 0.2, 0.3, 0.4, 0.5]","[4, 8, 16, 32, 64]","[0.78539816339, 1.57079632679, 2.35619449019, 3.14159265359]",['variance'],1.0,True,1.0,True,0.1,4,1.57079632679,variance,8,40,8,0,7,1,1.0552732595130223,[0.08867845 0.17948031 0.17931472 0.03061613],[ 1.13787332e-07 -2.94334425e-05  2.94334421e-05 -1.13787330e-07],"[array([1.80028659e-10]), array([-5.27503978e-15]), array([-1.41456291e-12])]","[array([[0.5       , 0.99957093, 0.99957094, 0.49999999]]), array([[3.98942280e+00, 1.54227900e-02, 8.91090015e-10, 7.94093388e-22]]), array([[0.00000000e+00, 9.31322575e-10, 1.54227900e-02, 3.98942280e+00]])]","[40, 40, 40]","[0, 0, 0]","[0, 0, 0]","[array([-0.17959112]), array([0.00028005]), array([0.01483405])]",equality_constrained_sqp,[ 0.00178893 -0.46274312  1.46511073 -0.005664  ],2.9433442484798813e-05,1.800286586473021e-10,16.4989275932312,4.392203594473095,1.0,1,8,True,`gtol` termination condition is satisfied.
gaussian_extended_constrained,Configuration to test the Gaussian Pulses with differents shifts and n for Ito integrals up to theta.,GaussianFactory,pulse_opt.pulses.gaussian_factory,"['scale', 'n', 'has_vanishing_endpoints']",Gaussian superposition,GaussianLoss,pulse_opt.integrals.losses,"[0.1, 0.2, 0.3, 0.4, 0.5]","[4, 8, 16, 32, 64]","[0.78539816339, 1.57079632679, 2.35619449019, 3.14159265359]",['variance'],1.0,True,1.0,True,0.1,4,2.35619449019,variance,9,45,9,0,8,1,1.173712191758785,[0.19208071 0.39154863 0.39098435 0.05719465],[-8.27668460e-08  2.14093535e-05 -2.14093536e-05  8.27668469e-08],"[array([9.56945634e-12]), array([3.74268027e-15]), array([8.79504802e-14])]","[array([[0.5       , 0.99957094, 0.99957094, 0.50000001]]), array([[3.98942280e+00, 1.54227900e-02, 8.91090023e-10, 7.41153829e-22]]), array([[0.00000000e+00, 9.31322575e-10, 1.54227901e-02, 3.98942280e+00]])]","[45, 45, 45]","[0, 0, 0]","[0, 0, 0]","[array([-0.39170988]), array([0.00094604]), array([0.034757])]",equality_constrained_sqp,[ 0.0016031  -0.41467473  1.41704234 -0.00547817],2.1409353593155418e-05,9.569456338454074e-12,28.15840458869934,3.884354170659294,1.0,1,9,True,`gtol` termination condition is satisfied.
gaussian_extended_constrained,Configuration to test the Gaussian Pulses with differents shifts and n for Ito integrals up to theta.,GaussianFactory,pulse_opt.pulses.gaussian_factory,"['scale', 'n', 'has_vanishing_endpoints']",Gaussian superposition,GaussianLoss,pulse_opt.integrals.losses,"[0.1, 0.2, 0.3, 0.4, 0.5]","[4, 8, 16, 32, 64]","[0.78539816339, 1.57079632679, 2.35619449019, 3.14159265359]",['variance'],1.0,True,1.0,True,0.1,4,3.14159265359,variance,15,80,16,0,14,1,1.274340514625496,[0.09787264 0.20950431 0.20908376 0.00446437],[-1.14885033e-07  2.97173856e-05 -2.97173852e-05  1.14885031e-07],"[array([-1.37447831e-11]), array([-1.68645579e-15]), array([-1.42580392e-13])]","[array([[0.5       , 0.99957094, 0.99957095, 0.5       ]]), array([[3.98942280e+00, 1.54227900e-02, 8.91090026e-10, 7.67623608e-22]]), array([[0.00000000e+00, 9.31322575e-10, 1.54227899e-02, 3.98942280e+00]])]","[80, 80, 80]","[0, 0, 0]","[0, 0, 0]","[array([-0.20959128]), array([0.00173531]), array([0.02514935])]",equality_constrained_sqp,[ 0.00135726 -0.3510846   1.35345221 -0.00523234],2.971738563352552e-05,1.3744783089464363e-11,45.296157121658325,1.0395642914396763,1.0,1,15,True,`gtol` termination condition is satisfied.
gaussian_extended_constrained,Configuration to test the Gaussian Pulses with differents shifts and n for Ito integrals up to theta.,GaussianFactory,pulse_opt.pulses.gaussian_factory,"['scale', 'n', 'has_vanishing_endpoints']",Gaussian superposition,GaussianLoss,pulse_opt.integrals.losses,"[0.1, 0.2, 0.3, 0.4, 0.5]","[4, 8, 16, 32, 64]","[0.78539816339, 1.57079632679, 2.35619449019, 3.14159265359]",['variance'],1.0,True,1.0,True,0.1,8,0.78539816339,variance,17,153,17,0,41,1,1.001481387448669,"[0.00264901 0.00493743 0.00546293 0.00549947 0.00535452 0.00541178
 0.00479496 0.00200718]","[ 1.79283289e-05 -5.15964489e-05  3.92808133e-05  6.27839273e-05
 -8.20972566e-05 -1.50431038e-06  2.72901146e-05 -9.80284183e-06]","[array([-2.79887669e-10]), array([8.70057734e-10]), array([1.4803982e-08])]","[array([[0.5       , 0.92343628, 0.99786264, 0.99999088, 0.99999088,
        0.99786263, 0.92343628, 0.5       ]]), array([[ 3.98942280e+00,  1.43797863e+00,  6.73409947e-02,
         4.09723956e-04,  3.23882819e-07,  3.32635956e-11,
         4.44364077e-16, -0.00000000e+00]]), array([[ 0.00000000e+00, -0.00000000e+00,  0.00000000e+00,
         2.83626849e-07,  4.09722328e-04,  6.73409977e-02,
         1.43797863e+00,  3.98942278e+00]])]","[153, 153, 153]","[0, 0, 0]","[0, 0, 0]","[array([-0.00543674]), array([2.18804508e-05]), array([0.00017581])]",equality_constrained_sqp,"[ 0.21208775 -0.59287483  0.08914674  1.05075816 -0.37976114 -1.99731639
  3.57591169 -1.25517607]",8.20972565541101e-05,1.4803982040234587e-08,98.05470657348633,6.860331644561315,1.0,1,17,True,`gtol` termination condition is satisfied.
gaussian_extended_constrained,Configuration to test the Gaussian Pulses with differents shifts and n for Ito integrals up to theta.,GaussianFactory,pulse_opt.pulses.gaussian_factory,"['scale', 'n', 'has_vanishing_endpoints']",Gaussian superposition,GaussianLoss,pulse_opt.integrals.losses,"[0.1, 0.2, 0.3, 0.4, 0.5]","[4, 8, 16, 32, 64]","[0.78539816339, 1.57079632679, 2.35619449019, 3.14159265359]",['variance'],1.0,True,1.0,True,0.1,8,1.57079632679,variance,38,342,38,0,109,4,1.0158621429446661,"[0.02641128 0.04880638 0.05264274 0.05275312 0.05269049 0.05243097
 0.0462329  0.019575  ]","[-3.15826852e-05  8.64271884e-05  2.53349824e-05  2.48079357e-05
 -3.71141549e-05 -7.04252833e-05 -9.84229441e-06  4.74021348e-06]","[array([1.0463066e-09]), array([-2.04012864e-10]), array([-1.50187418e-10])]","[array([[0.5       , 0.92343628, 0.99786264, 0.99999089, 0.99999089,
        0.99786263, 0.92343628, 0.5       ]]), array([[ 3.98942281e+00,  1.43797863e+00,  6.73409955e-02,
         4.09723954e-04,  3.23882818e-07,  3.32635963e-11,
         4.43914484e-16, -0.00000000e+00]]), array([[ 0.00000000e+00, -0.00000000e+00,  0.00000000e+00,
         3.32712726e-07,  4.09710798e-04,  6.73410004e-02,
         1.43797862e+00,  3.98942282e+00]])]","[342, 342, 342]","[0, 0, 0]","[0, 0, 0]","[array([-0.05272878]), array([-1.96696165e-05]), array([0.00170304])]",equality_constrained_sqp,"[ 0.26968524 -0.83507284  1.87367156 -3.04550707  4.14879295 -4.97589776
  4.82611759 -1.65599668]",8.642718840131219e-05,1.0463065969190666e-09,462.7973122596741,15.52653397344518,1.0,1,38,True,`gtol` termination condition is satisfied.
gaussian_extended_constrained,Configuration to test the Gaussian Pulses with differents shifts and n for Ito integrals up to theta.,GaussianFactory,pulse_opt.pulses.gaussian_factory,"['scale', 'n', 'has_vanishing_endpoints']",Gaussian superposition,GaussianLoss,pulse_opt.integrals.losses,"[0.1, 0.2, 0.3, 0.4, 0.5]","[4, 8, 16, 32, 64]","[0.78539816339, 1.57079632679, 2.35619449019, 3.14159265359]",['variance'],1.0,True,1.0,True,0.1,8,2.35619449019,variance,46,423,47,0,136,4,1.052439158184764,"[0.06407353 0.11869682 0.12825019 0.12859733 0.12857545 0.12796586
 0.11179403 0.04491302]","[-1.13808145e-05  3.40601800e-05 -5.31894160e-05  1.68386838e-05
 -3.06774705e-06 -1.41142227e-05  3.70118911e-05 -1.31022941e-05]","[array([-2.21989094e-12]), array([1.18166985e-12]), array([-8.94395669e-13])]","[array([[0.49999999, 0.92343628, 0.99786264, 0.99999089, 0.99999089,
        0.99786263, 0.92343628, 0.5       ]]), array([[ 3.98942281e+00,  1.43797863e+00,  6.73409945e-02,
         4.09723953e-04,  3.23882821e-07,  3.32635963e-11,
         4.43851074e-16, -0.00000000e+00]]), array([[ 0.00000000e+00, -0.00000000e+00,  0.00000000e+00,
         3.06633228e-07,  4.09734492e-04,  6.73409830e-02,
         1.43797863e+00,  3.98942282e+00]])]","[423, 423, 423]","[0, 0, 0]","[0, 0, 0]","[array([-0.12858168]), array([5.16178643e-05]), array([0.00485401])]",equality_constrained_sqp,"[ 0.29522947 -0.90737527  1.90351278 -2.91576253  3.87273925 -4.63981577
  4.60812288 -1.58306565]",5.3189416049408306e-05,2.2198909377380005e-12,699.4731738567352,13.411199620619485,1.0,1,46,True,`gtol` termination condition is satisfied.
gaussian_extended_constrained,Configuration to test the Gaussian Pulses with differents shifts and n for Ito integrals up to theta.,GaussianFactory,pulse_opt.pulses.gaussian_factory,"['scale', 'n', 'has_vanishing_endpoints']",Gaussian superposition,GaussianLoss,pulse_opt.integrals.losses,"[0.1, 0.2, 0.3, 0.4, 0.5]","[4, 8, 16, 32, 64]","[0.78539816339, 1.57079632679, 2.35619449019, 3.14159265359]",['variance'],1.0,True,1.0,True,0.1,8,3.14159265359,variance,37,333,37,0,106,4,1.0902429044356792,"[0.05349374 0.09983963 0.1082165  0.10844269 0.10837962 0.10775659
 0.09112315 0.0294604 ]","[ 3.59699971e-06 -1.23483280e-05  5.03825776e-05  3.38638773e-05
 -2.67399192e-05 -3.54182729e-06 -5.95945370e-05  2.15432482e-05]","[array([-2.21035201e-09]), array([2.95281687e-11]), array([1.00942632e-09])]","[array([[0.50000001, 0.92343628, 0.99786264, 0.99999088, 0.99999089,
        0.99786263, 0.92343628, 0.5       ]]), array([[ 3.98942280e+00,  1.43797863e+00,  6.73409952e-02,
         4.09723954e-04,  3.23882819e-07,  3.32635962e-11,
         4.43871484e-16, -0.00000000e+00]]), array([[ 0.00000000e+00, -0.00000000e+00,  0.00000000e+00,
         3.22899054e-07,  4.09719055e-04,  6.73409958e-02,
         1.43797863e+00,  3.98942279e+00]])]","[333, 333, 333]","[0, 0, 0]","[0, 0, 0]","[array([-0.10840989]), array([0.00017917]), array([0.00620794])]",equality_constrained_sqp,"[ 0.27485362 -0.84274789  1.72857374 -2.58429071  3.40794111 -4.14352991
  4.2950745  -1.47855759]",5.9594537016200225e-05,2.2103520125327236e-09,550.7374789714813,16.625797131339862,1.0,1,37,True,`gtol` termination condition is satisfied.
gaussian_extended_constrained,Configuration to test the Gaussian Pulses with differents shifts and n for Ito integrals up to theta.,GaussianFactory,pulse_opt.pulses.gaussian_factory,"['scale', 'n', 'has_vanishing_endpoints']",Gaussian superposition,GaussianLoss,pulse_opt.integrals.losses,"[0.1, 0.2, 0.3, 0.4, 0.5]","[4, 8, 16, 32, 64]","[0.78539816339, 1.57079632679, 2.35619449019, 3.14159265359]",['variance'],1.0,True,1.0,True,0.1,16,0.78539816339,variance,19,323,19,0,45,4,1.0014804801468198,"[0.00274436 0.00411271 0.00502732 0.005459   0.00563522 0.00571355
 0.00573184 0.00569519 0.00563088 0.00559053 0.00560831 0.00562803
 0.00544377 0.00476671 0.00350926 0.00202818]","[ 4.13754008e-05 -1.38828738e-05 -5.89380922e-05 -4.82384564e-05
  7.87715504e-06  6.39419069e-05  7.95442143e-05  4.26936163e-05
 -2.16069098e-05 -6.15235621e-05 -3.85383353e-05  2.11390021e-05
  3.33915472e-05 -2.53205404e-05 -4.42488366e-05  4.08883844e-05]","[array([1.66908487e-10]), array([1.06519385e-11]), array([3.27818661e-10])]","[array([[0.5       , 0.74750748, 0.9087888 , 0.97724989, 0.99616963,
        0.99957094, 0.99996832, 0.99999842, 0.99999842, 0.99996835,
        0.99957097, 0.99616963, 0.97724986, 0.90878877, 0.74750747,
        0.5       ]]), array([[ 3.98942281e+00,  3.19448005e+00,  1.64010075e+00,
         5.39909666e-01,  1.13959860e-01,  1.54227900e-02,
         1.33830225e-03,  7.44604586e-05,  2.65630191e-06,
         6.07588282e-08,  8.91090021e-10,  8.37942075e-12,
         5.05227370e-14,  1.95307745e-16,  4.24914099e-19,
        -0.00000000e+00]]), array([[ 0.00000000e+00, -0.00000000e+00, -0.00000000e+00,
        -0.00000000e+00, -0.00000000e+00,  0.00000000e+00,
         0.00000000e+00,  2.62260437e-06,  7.44462013e-05,
         1.33836269e-03,  1.54228210e-02,  1.13959908e-01,
         5.39909601e-01,  1.64010073e+00,  3.19448006e+00,
         3.98942283e+00]])]","[323, 323, 323]","[0, 0, 0]","[0, 0, 0]","[array([-0.00565251]), array([3.08991385e-05]), array([0.0002103])]",equality_constrained_sqp,"[ 0.19497199 -0.04715727 -0.2818499  -0.29884389 -0.0730547   0.26226475
  0.50308635  0.47154638  0.10291346 -0.50690219 -0.99887454 -0.70485113
  0.71556624  2.00400135  1.02063187 -1.71380526]",7.954421433435331e-05,3.278186611055389e-10,484.39255118370056,8.231811927578862,1.0,1,19,True,`gtol` termination condition is satisfied.
gaussian_extended_constrained,Configuration to test the Gaussian Pulses with differents shifts and n for Ito integrals up to theta.,GaussianFactory,pulse_opt.pulses.gaussian_factory,"['scale', 'n', 'has_vanishing_endpoints']",Gaussian superposition,GaussianLoss,pulse_opt.integrals.losses,"[0.1, 0.2, 0.3, 0.4, 0.5]","[4, 8, 16, 32, 64]","[0.78539816339, 1.57079632679, 2.35619449019, 3.14159265359]",['variance'],1.0,True,1.0,True,0.1,16,1.57079632679,variance,52,884,52,0,208,4,1.0108477287552309,"[0.01801433 0.0268222  0.03245287 0.0347834  0.03545448 0.03560785
 0.03556721 0.03548137 0.03551477 0.03561729 0.03557495 0.03527635
 0.03427815 0.03104364 0.02410174 0.01474937]","[-3.41490638e-05  2.70097938e-05  2.83078564e-05 -9.07296301e-07
  2.62946202e-05  6.53969188e-05  1.15840805e-05 -7.52385911e-05
 -4.17826823e-05  6.27810598e-05  4.53814427e-05 -5.66418620e-05
 -5.51535717e-05 -1.08952820e-05 -2.50008145e-05  3.33848224e-05]","[array([-2.082996e-09]), array([3.62802955e-10]), array([2.33256969e-09])]","[array([[0.50000003, 0.74750742, 0.90878878, 0.97724987, 0.99616964,
        0.99957093, 0.99996831, 0.99999844, 0.99999842, 0.99996829,
        0.99957094, 0.99616969, 0.97724986, 0.90878877, 0.74750746,
        0.5       ]]), array([[ 3.98942280e+00,  3.19448005e+00,  1.64010075e+00,
         5.39909665e-01,  1.13959861e-01,  1.54227900e-02,
         1.33830226e-03,  7.44604583e-05,  2.65630190e-06,
         6.07588286e-08,  8.91090016e-10,  8.37941869e-12,
         5.05228550e-14,  1.95271326e-16,  4.79781230e-19,
        -0.00000000e+00]]), array([[-0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        -0.00000000e+00, -0.00000000e+00,  0.00000000e+00,
         1.31171257e-07,  2.62706242e-06,  7.44764825e-05,
         1.33848190e-03,  1.54228109e-02,  1.13959789e-01,
         5.39909639e-01,  1.64010083e+00,  3.19448008e+00,
         3.98942281e+00]])]","[884, 884, 884]","[0, 0, 0]","[0, 0, 0]","[array([-0.03555667]), array([-6.77155305e-05]), array([0.00076762])]",equality_constrained_sqp,"[ -1.80348385   1.83351046   1.62605288  -1.99807825  -2.4771324
   1.76201237   3.63522595  -1.27056749  -5.17963858   0.75204511
   7.45010384  -0.80302979 -10.73366451   2.66509709  14.46262065
 -11.22978932]",7.523859106031929e-05,2.332569692953257e-09,2604.1631927490234,64.47773407120867,1.0,1,52,True,`gtol` termination condition is satisfied.
